tau_empty,tau_empty_method,empty_rate_at_tau,tau_peak_bin,tau_valley_bin,tau_occ_clip,tau_bins,tau_method_requested,tau_percentile,tau_empty_valley,tau_empty_otsu,tau_empty_percentile,empty_rate_valley,empty_rate_otsu,empty_rate_percentile,tau_otsu_idx,beta,achieved_avg_k,saturated_beta,target_avg_k,use_sum_occ,occ_mean,occ_median,occ_std,occ_p1,occ_p5,occ_p95,occ_p99,images_used,images_seen,images_failed,strict_probabilities,beta_init,beta_high_max,bootstrap,seed,predictor_source,model_path,model_input_size,model_batch_size,timestamp_utc,python_version,platform,manifest_path,manifest_sha256,predictor_spec,predictor_mode,predictor_id,val_split,val_max_images,script_name,git_commit
0.2408431813120842,fallback_percentile,0.05000134289474391,255.0,-1.0,0.2,256.0,valley,5.0,0.2408431813120842,0.6279296875,0.2408431813120842,0.05000134289474391,0.11876561115139796,0.05000134289474391,321.0,100.0,1.366341414422349,True,7.0,True,0.880980908870697,0.9864274263381958,0.23485323786735535,0.010357040241360664,0.2408431813120842,0.9993728399276733,0.999787449836731,258876,258876,0,False,0.1,100.0,0,42,keras_model,/home/dineth/focus_measure/journal/Regression/data/roi_tile_benchmark/runs/cnn/best_model.keras,224,64,2026-03-23T18:54:59.177609+00:00,3.9.21,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,/home/dineth/focus_measure/journal/Regression/data/roi_calibration/smears/manifest_smears_combined.csv,,keras_model:/home/dineth/focus_measure/journal/Regression/data/roi_tile_benchmark/runs/cnn/best_model.keras,map,,0.0,0,calibration_script_cnn_light.py,
