dataset,F_median,F_iqr,G_median,G_iqr,E_median,E_iqr,D_median,D_iqr,R10_dense_max,R10_extreme_min,Neff_extreme_max,Neff_dense_min,empty_sumS_max,empty_maxS_max,sparsity_method,FF_median,FF_iqr,EO_median,EO_iqr,R10_median,R10_iqr,Neff_median,Neff_iqr,hybrid_dense_max,hybrid_extreme_min,n_images_used,n_tiles_used,alpha_focus_used,eta_grad_used
smears_combined,-0.008743776008486748,2.5667970180511475,0.05944572016596794,0.092592169996351,3.615602493286133,0.6229737997055054,0.0,0.002364704734645784,0.9999999817400329,0.9999999868086242,1.0,1.0,0.35222163051366806,0.35222163051366806,R10,0.561037540435791,0.15195003151893616,0.06452500075101852,0.031575001776218414,1.0,0.0,1.0,0.0,-1.959759914722349,-0.8647399207943971,258876,372330,0.7,0.6
